"hb_author";"hb_university";"hb_age";"hb_subject";"hb_age_today";"hb_bwl2014_u40_rank";"hb_bwl2014_u40_score";"hb_bwl2014_lw_rank";"hb_bwl2014_lw_score";"hb_bwl2014_cr_rank";"hb_bwl2014_cr_score";"hb_vwl2013_u40_rank";"hb_vwl2013_u40_score";"hb_vwl2013_cr_rank";"hb_vwl2013_cr_score";"hb_vwl2013_lw_rank";"hb_vwl2013_lw_score";"hb_bwl2012_u40_rank";"hb_bwl2012_u40_score";"hb_bwl2012_cr_rank";"hb_bwl2012_cr_score";"hb_bwl2012_lw_rank";"hb_bwl2012_lw_score";"hb_vwl2011_u40_rank";"hb_vwl2011_u40_score";"hb_vwl2011_cr_rank";"hb_vwl2011_cr_score";"hb_vwl2011_lw_rank";"hb_vwl2011_lw_score";"hb_vwl2010_u40_rank";"hb_vwl2010_u40_score";"hb_vwl2010_cr_rank";"hb_vwl2010_cr_score";"hb_vwl2010_lw_rank";"hb_vwl2010_lw_score";"hb_bwl2009_u40_rank";"hb_bwl2009_u40_score";"hb_bwl2009_cr_rank";"hb_bwl2009_cr_score";"hb_bwl2009_lw_rank";"hb_bwl2009_lw_score";"rp_rank";"rp_author";"rp_score";"rp_aabs.views_rank";"rp_aabs.views_score";"rp_abs.views_rank";"rp_abs.views_score";"rp_ad.cites_rank";"rp_ad.cites_score";"rp_adown.loads_rank";"rp_adownloads_score";"rp_adsc.cites_rank";"rp_adsc.cites_score";"rp_affiliation";"rp_anb.cites_rank";"rp_anb.cites_score";"rp_anb.pages_rank";"rp_anb.pages_score";"rp_anb.works_rank";"rp_anb.works_score";"rp_asc.cites_rank";"rp_asc.cites_score";"rp_asc.pages_rank";"rp_asc.pages_score";"rp_asc.works_rank";"rp_asc.works_score";"rp_awdsc.cites_rank";"rp_awdsch.cites_score";"rp_awsc.cites_rank";"rp_awsc.cites_score";"rp_awsc.pages_rank";"rp_awsc.pages_score";"rp_awsc.works_rank";"rp_awsc.works_score";"rp_bet.weenn_rank";"rp_between_score";"rp_close_rank";"rp_close_score";"rp_d.cites_rank";"rp_d.cites_score";"rp_dnb.works_rank";"rp_dnb.works_score";"rp_down.loads_rank";"rp_downloads_score";"rp_dsc.cites_rank";"rp_dsc.cites_score";"rp_h.index_rank";"rp_h.index_score";"rp_nb.cites_rank";"rp_nb.cites_score";"rp_nb.pages_rank";"rp_nb.pages_score";"rp_nb.works_rank";"rp_nb.works_score";"rp_ncau.thors_rank";"rp_ncauthors_score";"rp_nep.cites_rank";"rp_nep.cites_score";"rp_rcau.thors_rank";"rp_rcauthors_score";"rp_sc.cites_rank";"rp_sc.cites_score";"rp_sc.pages_rank";"rp_sc.pages_score";"rp_sc.works_rank";"rp_sc.works_score";"rp_stu.dents_rank";"rp_students_score";"rp_wdsc.cites_rank";"rp_wdsc.cites_score";"rp_wsc.cites_rank";"rp_wsc.cites_score";"rp_wsc.pages_rank";"rp_wsc.pages_score";"rp_wsc.works_rank";"rp_wsc.works_score";"gs_id";"gs_author";"gs_affiliation";"gs_total_cites";"gs_h_index";"gs_i_index";"gs_fields";"gs_citation_2015";"gs_citation_2014";"gs_citation_2013";"gs_citation_2012";"gs_citation_2011";"gs_citation_2010";"gs_citation_2009";"gs_citation_2008";"gs_citation_2007";"rp_age_estimated";"age_combined";"subject_fields";"hb_comonscores"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;285;"John Moore ";279,74;614;2792,5;621;4334;187;528,88;472;1024,5;150;1590,21;"School of Economics, University of Edinburgh, Edinburgh, United Kingdom";202;2373,25;2644;NA;2041;NA;155;30775,7;357;16516,5;463;1489,33;132;379,95;144;1619,5;266;874,15;381;96,73;13292;NA;6960;NA;226;755,84;2317;NA;586;1364;189;2301,46;618;19;199;3761;2222;NA;1457;103;175;2087;301;89,6;166;1630,82;154;49441,2;274;27213,3;422;2379,34;397;405,13;175;547,76;134;2605,23;211;1445,48;324;157,04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61;61;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;286;"Kenneth L. Judd ";280,35;585;2248,17;871;3444;206;454,3;425;744,08;165;1325,96;"Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)";192;2462,58;456;919,16;588;99,75;142;31545;272;18822,7;232;2185,8;144;332,67;116;1678,2;234;1062,3;235;117,81;1010;6,75;547;4,71;329;578,01;663;112;669;1143;284;1626,56;293;25;282;3059;610;1178;947;141;200;1917;187;90,59;193;1507,12;230;37602,4;380;23877,5;310;2875,6;2360;NA;254;404,21;196;1981,4;322;1342,1;312;155,36;"9SmcwR4AAAAJ";"Kenneth L Judd";NA;14297;44;88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;62;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;287;"Walter Erwin Diewert ";281,58;376;3047,8;783;3705;216;389,48;253;1000,23;320;815,69;"Vancouver School of Economics, University of British Columbia, Vancouver, Canada";185;2499,53;50;1722,83;124;173,53;275;20858;108;26546,3;207;2287,75;378;163,91;343;852,67;124;1267,31;226;112,47;893;6,08;1062;4,82;419;421,34;175;179;507;1247;594;877,93;456;22;346;2682;117;1951;314;218;494;1201;597;86,4;520;900,96;494;22245,6;218;30178,2;365;2667,79;2360;NA;679;175,95;579;907,12;238;1441,43;379;130,93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;74;74;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;288;"Andrew Abel ";281,77;1080;1658,67;1141;2629;324;334,31;1584;370,08;220;1042,23;"Finance Department, Wharton School of Business, University of Pennsylvania, Philadelphia, Pennsylvania (USA)";207;2258,08;902;707,41;886;84,25;136;31386,9;197;21317,5;144;2627,41;190;259,52;126;1634,73;149;1266,33;139;154,98;6466;NA;680;4,74;469;424,4;1918;69;1754;619;343;1316,67;293;24;292;2873;1176;869;961;139;278;1601;320;88,55;252;1298,06;201;39862,4;263;27502,3;212;3267,28;314;318,13;305;327,12;180;2083,28;213;1641,69;186;193,47;"vrbjXlMAAAAJ";"Andrew Abel";"Dept. of Finance";13073;45;68;"macroeconomics and finance, NA, macroeconomics and finance";NA;NA;NA;NA;NA;NA;NA;NA;NA;63;63;"E";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;289;"Robert Butler Wilson ";282,41;1447;1122,5;2283;NA;665;222,7;1746;NA;557;587,78;"Graduate School of Business, Stanford University, Stanford, California (USA)";320;1738,03;266;1112;566;101,35;265;20478,59;56;32745;226;2176,98;515;140,6;241;1070,3;60;1751,59;206;126,22;9298;NA;2659;NA;807;325,87;769;106;2729;NA;666;874,29;533;21;363;2542;486;1249;1086;131;366;1372;687;83,34;343;1101,27;304;30133,3;105;37877,8;400;2511,23;34;40,81;599;208,97;273;1586,85;124;1991,69;362;143,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78;78;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;290;"Patrick Bolton ";282,61;1186;1712,83;923;3606;329;346,31;1772;399,33;227;1098,74;"Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)";268;1970,75;1306;722,5;1580;73,08;202;25631,5;217;25324,4;345;2114,06;216;254,4;197;1263,75;168;1375,56;310;130,29;1042;7,54;321;4,62;316;578,17;1340;88;1486;838;230;1851,49;223;27;256;3168;963;1111;1104;141;195;1954;98;92,59;194;1528,86;196;41655,69;150;40331,3;273;3390,66;1581;1511,66;224;428,94;193;2074,56;119;2197,07;237;204,23;"X1_BP00AAAAJ";"Patrick Bolton";NA;20789;51;95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;58;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;291;"David Malin Roodman ";284,01;16;13593,3;60;14381;260;384,45;17;3781,33;529;644,91;NA;605;1289;6391;NA;3840;NA;1118;7851,14;6740;NA;4640;NA;784;111,2;1454;280,53;7783;NA;5645;NA;11110;NA;9655;NA;534;415,35;5217;NA;52;4004;980;699,52;1998;12;993;1417;8177;NA;5928;NA;605;1122;344;89,48;714;784,74;1576;8845,24;7953;NA;5728;NA;2360;NA;1307;120,78;1958;319,6;8877;NA;6544;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;292;"Thomas Lemieux ";284,56;374;3171,73;237;6453;188;465,16;292;1053,22;155;1309,42;"Vancouver School of Economics, University of British Columbia, Vancouver, Canada";375;1668,22;1099;625,16;2271;NA;326;19577,8;344;16868,8;574;1356,71;149;305,9;319;964,69;436;787,4;580;73,78;1056;5,59;828;4,77;168;790,79;1853;71;203;2067;148;2219,25;223;26;302;2992;730;1068;1317;119;202;1978;85;92,66;208;1521,79;266;34941,1;239;29121,2;363;2641,22;1282;1304,79;139;522,54;260;1726,23;247;1459,18;332;151,13;"eOH397kAAAAJ";"Thomas Lemieux";"University of British Columbia";14062;43;58;"labor economics, NA, labor economics";NA;NA;NA;NA;NA;NA;NA;NA;NA;53;53;"J";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;293;"Stephen Machin ";285,16;324;3297,5;165;7614;475;278,19;287;986,08;499;671,73;"Department of Economics, University College London (UCL), London, United Kingdom";451;1479;309;1072,25;339;128,66;514;14019,6;508;14471,9;322;1915,63;505;151,47;544;667,68;619;597,53;440;93,2;201;16,43;138;4,51;322;566,12;193;180;219;1983;364;1362,57;186;29;293;2966;116;1973;126;312;245;1730;199;90,52;245;1333,66;369;28197,9;243;29056,1;155;3726,48;854;890,04;369;306,03;395;1334,21;313;1247,42;227;182,49;"GyGVDUIAAAAJ";"Stephen Machin";NA;17291;67;192;"labour economics, economics of education, economics of crime";NA;NA;NA;NA;NA;NA;NA;NA;NA;53;53;"J";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;294;"Simeon Djankov ";286,49;648;2269,08;303;5759;333;383,67;779;591,53;372;879,99;"New Economic School (NES), Moscow, Russia";299;1849,17;1768;510,16;1321;69,31;384;16823,5;621;12345,7;618;1270,56;418;177,83;428;751,75;642;603,58;633;72,25;253;13,3;238;4,59;143;994,9;769;106;361;1531;173;2353,79;186;27;138;4783;687;1097;633;168;148;2235;165;90,65;155;1663,69;169;45113,1;195;31858,1;272;2894,53;2360;NA;198;482,04;198;2060,14;183;1652,75;268;173,82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;45;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;295;"Jushan Bai ";286,8;596;2438;715;3872;99;634,74;418;839,33;139;1405,48;"Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)";174;2727,5;789;750;1982;58,16;237;24058,3;163;22702,5;544;1404,5;170;278,55;293;985,16;195;1120,07;524;70,2;3010;NA;5170;NA;96;1067,68;2052;69;571;1206;147;2263,92;390;22;152;4530;685;1099;2271;NA;243;1749;454;86,5;280;1282,72;243;38157;181;32348,6;602;1985,93;1962;1878,42;195;443,88;298;1550,12;216;1567,5;609;97,34;"YpjnLP4AAAAJ";"Jushan Bai";NA;14898;39;56;"econometrics, financial econometrics";NA;NA;NA;NA;NA;NA;NA;NA;NA;54;54;"C";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;296;"Rafal Weron ";286,98;31;11031,7;43;14956;1863;100,59;14;4085,92;3547;NA;"Wydzia? Informatyki i Zarz?dzania, Politechnika Wroc?awska, Wroc?aw, Poland";2537;NA;5046;NA;499;108,91;5092;NA;8954;NA;3831;NA;6504;NA;7325;NA;13377;NA;7672;NA;2052;3,87;11241;NA;2030;152,63;309;152;20;5634;3936;NA;1681;13;2715;NA;4405;NA;489;193;4968;NA;5256;NA;5756;NA;5447;NA;9123;NA;3618;NA;810;792,49;6733;NA;7555;NA;13404;NA;7522;NA;"hnzxVlgAAAAJ";"Rafał Weron";"Poland";4160;31;60;"energy economics, risk management, forecasting, computational statistics, derivatives";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"G";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;297;"Harvey Rosen ";288,92;1035;1851,33;1264;2970;328;322,07;1863;351,83;308;819,21;"Griswold Center for Economic Policy Studies, Department of Economics, Princeton University, Princeton, New Jersey (USA)";294;1832,17;1025;761,16;457;126,16;276;20535,4;351;17336;89;3561,39;310;184,69;281;1001,82;328;930,82;95;201,22;1135;5,99;644;4,71;297;545,08;861;117;2087;622;304;1350,98;223;26;269;3079;1212;985;624;186;187;1994;130;91,64;176;1565,31;269;33295,6;403;23737,9;110;4722,99;2360;NA;308;303,13;272;1611,27;366;1292,98;111;265,65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66;66;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;298;"Amartya Sen ";288,98;60;6358,33;198;6610;211;430,27;60;1819;539;583,38;"Department of Economics, Harvard University, Cambridge, Massachusetts (USA)";190;2434,67;248;1147,5;672;95;494;13824,3;78;30186,3;223;2182,63;700;110,03;588;544,98;97;1442,05;250;103,62;16295;NA;13354;NA;480;431,89;949;97;235;1863;1067;585,73;259;27;401;2444;615;1152;1857;100;619;1036;823;81,37;684;747,71;873;13885,9;215;30256,2;495;2238,07;382;365,88;1275;110,54;1002;547,68;256;1443,87;519;106,33;"sLNFo0sAAAAJ";"Amartya Sen";"Harvard University";207109;169;738;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;82;82;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;299;"Christopher Carroll ";289,88;291;3396,5;446;4917;258;377,36;237;1032,5;204;1107,33;"Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA), National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)";239;2096,17;1315;592,33;1067;77,5;171;27085,8;271;18716,09;231;2182,91;171;278,55;151;1407,58;147;1110,18;194;123,28;2723;NA;2297;NA;339;525,08;2176;NA;345;1494;296;1498,11;186;28;298;2887;1570;757;870;147;306;1568;320;89,58;289;1250,03;244;36075,4;381;23437,5;306;2859,31;504;485,28;258;373,95;213;1859,83;237;1357,38;266;157,51;"JY7jfgsAAAAJ";"Christopher D Carroll";NA;11020;37;44;"macroeconomics, consumption and saving, ...";NA;NA;NA;NA;NA;NA;NA;NA;NA;51;51;"E";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;300;"Adam Jaffe ";290,48;652;2316,17;546;4397;109;614,3;667;630,16;151;1301,99;"Motu: Economic & Public Policy Research, Wellington, New Zealand";122;3233;1877;485,5;1600;63,25;169;27592,3;1071;9700,07;707;1258,03;213;244,4;252;1062,44;1406;396,1;772;63,07;2891;3,55;2336;4,91;97;1079,71;1307;86;729;1329;130;2322,07;103;32;109;5549;1678;746;1277;124;176;2036;371;87,62;196;1501,9;155;48048,4;908;15516,6;570;2148,4;2360;NA;199;437,18;223;1862,83;1107;694,65;633;111,63;"WLBAYWAAAAAJ";"Adam B Jaffe";"Motu Economic and Public Policy Research";36965;53;78;"innovation, patents, universities, energy and environment";NA;NA;NA;NA;NA;NA;NA;NA;NA;60;60;"O";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;301;"Michael Grossman ";292,23;116;5154,83;203;6753;201;465,93;126;1275,83;223;1149,99;"Department of Economics, Graduate Center, City University of New York (CUNY), New York City, New York (USA), National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)";201;2373,5;1328;593;482;106,5;226;23804,4;1162;8447,52;187;2413,61;237;250,28;247;1165,44;1130;402,95;216;136,71;1854;4,36;3377;NA;285;615,18;535;123;277;1556;318;1561,57;293;25;240;3258;959;968;648;166;374;1410;810;82,47;389;1057,84;274;33854,5;1122;13138,6;163;3675,56;127;134,16;336;339,5;301;1666,77;1131;635,49;200;209,13;"HlgG1z4AAAAJ";"michael grossman";NA;18963;56;119;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;73;73;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;304;"Lung-Fei Lee ";300,08;1117;1611,08;1530;2396;249;349,68;635;600,33;330;754,04;"Department of Economics, Ohio State University, Columbus, Ohio (USA)";315;1831,5;59;1636,5;661;95,08;419;16735,5;51;33478,5;302;1936,58;390;151,28;519;681,06;112;1427,69;428;88,23;2761;NA;1371;4,86;375;463,93;841;101;1042;868;498;978,41;293;26;452;2340;113;1976;1344;116;428;1298;226;91,37;440;988,36;582;20744,3;83;40254,9;467;2327,31;2360;NA;597;195,77;727;836;197;1713,68;633;105,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67;67;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;305;"Carl Shapiro ";300,75;507;2672,5;699;3916;199;459,62;446;725;266;1054,48;"Walter A. Haas School of Business, University of California-Berkeley, Berkeley, California (USA)";155;2766;1264;604;1572;64;203;25201;417;15521;435;1624,59;298;225,83;230;1153,8;385;834,65;441;86,54;13536;NA;3373;NA;200;737,21;1918;69;691;1051;271;1690,55;186;27;142;4554;1166;871;1591;107;112;2506;78;92,66;110;1911,86;192;41616,8;398;23132,1;483;2297,44;2360;NA;298;362,46;225;1910,63;338;1257,41;461;123,06;"lbqAV0UAAAAJ";"Carl Shapiro";"University of California at Berkeley";48151;66;118;"antitrust, industrial organization, intellectual property";NA;NA;NA;NA;NA;NA;NA;NA;NA;60;60;"L";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;306;"Christian S. Gourieroux ";301,96;1320;1560,42;962;3337;1027;176,05;1041;492,25;928;451,57;"Department of Economics, University of Toronto, Toronto, Canada";904;871,16;99;1483,33;216;145,33;828;9144,83;203;21430,3;357;1784,61;1002;91,38;878;390,21;312;861,29;461;76,83;222;14,23;276;4,61;610;417,29;88;216;844;1012;558;1097,81;618;20;534;2054;43;2555;122;295;478;1215;398;88,46;474;956,28;496;22203,6;73;43115,1;161;3573,54;654;647,12;616;225,19;538;956,07;130;1789,76;231;156,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66;66;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;307;"Marcel Fafchamps ";302,26;340;3785,27;212;7630;366;348,76;291;1182,61;552;652,86;"Freeman Spogli Institute for International Studies, Stanford University, Stanford, California (USA)";401;1591,29;66;1636,83;309;138,96;648;11662,7;383;16339,6;398;1856,62;676;123,97;845;474,26;751;539,08;554;78,72;73;24,6;308;4,6;312;600,04;267;169;215;2387;516;1092,34;163;28;367;2650;45;2555;98;336;454;1276;310;87,61;521;926,11;650;18772,5;324;25883,8;331;2927,8;2360;NA;624;205,73;844;752,05;732;829,39;501;123,63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;60;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;308;"Yves Zenou ";303,19;519;2590,08;196;7414;741;197,82;386;816,5;884;446,98;"Nationalekonomiska institutionen, Stockholms Universitet, Stockholm, Sweden";1133;773,91;181;1263,67;187;149;1396;6568,24;504;14076,7;186;2414,02;865;101,38;1399;311,72;604;578,49;227;125,59;31;33,65;68;4,45;673;357,37;205;170;183;1935;781;836,96;743;20;995;1411;107;1967;49;381;930;837;154;91,5;977;621,49;1196;12311,4;373;22852,7;137;3943,75;1181;1188,02;757;192,09;1215;589,73;461;957,31;169;204,67;"Yh5OxAcAAAAJ";"Yves Zenou";NA;6826;45;97;"networks, urban economics, labor economics, crime";NA;NA;NA;NA;NA;NA;NA;NA;NA;54;54;"L";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;309;"Anil K Kashyap ";303,84;875;1950,08;560;4393;362;339,18;1106;438,75;314;950,83;"Applied Economics Workshop, Booth School of Business, University of Chicago, Chicago, Illinois (USA)";295;1833,42;1466;565,25;2139;NA;262;21442,8;380;16090,3;541;1425,53;303;219,18;249;1067,51;259;984,52;437;82,22;772;7,09;299;4,62;211;786,84;1440;78;784;918;199;2187,06;122;31;153;4317;923;960;1217;122;184;2026;576;84,51;177;1575,44;145;50177,6;262;27592,1;294;2876,06;2360;1773,57;197;500,75;138;2483,14;203;1588,63;224;164,89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55;55;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;310;"Stephen Morris ";304,34;1558;1321,43;800;3675;448;260;1917;NA;333;822,75;"Department of Economics, Princeton University, Princeton, New Jersey (USA)";420;1488,17;661;800,96;840;85,86;310;19596,3;228;19911,3;280;2009,23;280;207,39;248;1066,6;161;1131,26;189;135,08;713;8,03;314;4,61;387;473,86;663;112;1141;797;289;1496,23;259;25;341;2690;350;1405;167;275;445;1258;505;85,49;418;1000,14;251;35446,8;126;35527;156;3679,65;737;707,25;249;376,17;215;1922,33;89;2014,61;119;249,15;"Y0LsOJsAAAAJ";"Stephen Morris";"Princeton University";13568;46;108;"economics, NA, economics";NA;NA;NA;NA;NA;NA;NA;NA;NA;52;52;"A";NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;311;"Richard H. Clarida ";305,06;1182;1663,33;386;4971;281;373,78;1221;517,41;261;977,98;"Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)";227;2165,75;3851;NA;1364;71,41;220;23773,6;1055;8873,83;424;1629,66;249;229,21;212;1207,71;909;464,47;401;99,36;7271;NA;3266;NA;130;985,27;1694;79;389;1489;134;2537,26;533;20;107;5625;3195;NA;1217;123;134;2323;877;81,45;135;1761,23;105;60646,8;820;15268;438;2385,61;2360;NA;128;595,86;102;3077,22;755;784,9;407;147,06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;58;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;312;"Robert Glenn Hubbard ";305,19;1048;1519,8;945;2750;291;369,02;1591;312,13;251;1074,41;"Graduate School of Business, Columbia University, New York City, New York (USA)";196;2347,53;1825;502,5;1577;63,1;160;27991,4;455;14926,2;338;1861,01;261;233,92;166;1369,32;519;681,17;406;99,6;1678;4,38;930;4,79;245;635,02;1409;80;1661;580;215;1924,32;163;27;146;4346;1407;799;1217;123;142;2233;366;87,61;130;1786,51;120;54156,9;444;21675,7;307;2885,78;2360;NA;218;431,14;120;2710,76;482;1024,36;342;159,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;57;NA;NA
